,Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core),Chapter Name,Movie ID,Movie Chapter,Tokens_Gensim,Tokens,pos_tags,chunks,all_entities_spacy_dial,wordcount,spell_count,SentimentScore,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag,chara
3936,3937,143,29,1,Yeah.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,['yeah'],['yeah'],"[('yeah', 'NN')]",(S yeah/NN),[],1,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,1.0,0.0,0.0,1,0,0,[]
3937,3938,143,29,3,"And did you see Cho, Harry?",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,In the Hog's Head,5,13,"['and', 'did', 'you', 'see', 'cho', 'harry']","['see', 'cho', 'harry']","[('see', 'VB'), ('cho', 'JJ'), ('harry', 'NN')]",(S see/VB cho/JJ harry/NN),"[('Cho', 'PERSON'), ('Harry', 'PERSON')]",3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['harry potter', 'cho chang']"
3938,3939,143,29,3,"Well, she couldn't keep her eyes off you, could she?!",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,In the Hog's Head,5,13,"['well', 'she', 'couldn', 'keep', 'her', 'eyes', 'off', 'you', 'could', 'she']","['well', 'keep', 'eyes', 'could']","[('well', 'RB'), ('keep', 'VB'), ('eyes', 'NNS'), ('could', 'MD')]",(S well/RB keep/VB eyes/NNS could/MD),[],4,[],"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.3382}",0.3382,0.21,0.0,0.79,1,0,0,[]
3939,3940,143,36,74,"Harry, you won't believe...that Umbridge woman...this is too much!!",angelina johnson,Human,Female,Gryffindor,,,,In the Hog's Head,5,13,"['harry', 'you', 'won', 'believe', 'that', 'umbridge', 'woman', 'this', 'is', 'too', 'much']","['harry', 'believe', 'umbridge', 'woman', 'much']","[('harry', 'NN'), ('believe', 'VBP'), ('umbridge', 'IN'), ('woman', 'NN'), ('much', 'JJ')]",(S harry/NN believe/VBP umbridge/IN woman/NN much/JJ),"[('Harry', 'PERSON'), ('Umbridge', 'GPE')]",5,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['harry potter', 'dolores umbridge', 'woman']"
3940,3941,143,36,1,What's she done now?,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['what', 'she', 'done', 'now']",['done'],"[('done', 'VBN')]",(S done/VBN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3941,3942,143,36,74,Follow me.,angelina johnson,Human,Female,Gryffindor,,,,In the Hog's Head,5,13,"['follow', 'me']",['follow'],"[('follow', 'VB')]",(S follow/VB),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3942,3943,143,36,1,"""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately.""",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['by', 'order', 'of', 'the', 'hogwarts', 'high', 'inquisitor', 'all', 'student', 'organizations', 'societies', 'teams', 'groups', 'and', 'clubs', 'are', 'henceforth', 'disbanded', 'permission', 'to', 'reform', 'must', 'be', 'approved', 'by', 'high', 'inquisitor', 'umbridge', 'no', 'student', 'organization', 'can', 'exist', 'without', 'the', 'knowledge', 'and', 'approval', 'of', 'the', 'high', 'inquisitor', 'any', 'student', 'found', 'to', 'be', 'part', 'of', 'an', 'illegal', 'organization', 'will', 'be', 'expelled', 'immediately']","['order', 'hogwarts', 'high', 'inquisitor', 'student', 'organizations', 'societies', 'teams', 'groups', 'clubs', 'henceforth', 'disbanded', 'permission', 'reform', 'must', 'approved', 'high', 'inquisitor', 'umbridge', 'student', 'organization', 'exist', 'without', 'knowledge', 'approval', 'high', 'inquisitor', 'student', 'found', 'part', 'illegal', 'organization', 'expelled', 'immediately']","[('order', 'NN'), ('hogwarts', 'NNS'), ('high', 'JJ'), ('inquisitor', 'NN'), ('student', 'NN'), ('organizations', 'NNS'), ('societies', 'NNS'), ('teams', 'VBP'), ('groups', 'NNS'), ('clubs', 'NNS'), ('henceforth', 'RB'), ('disbanded', 'VBD'), ('permission', 'NN'), ('reform', 'NN'), ('must', 'MD'), ('approved', 'VB'), ('high', 'JJ'), ('inquisitor', 'NN'), ('umbridge', 'JJ'), ('student', 'NN'), ('organization', 'NN'), ('exist', 'VBP'), ('without', 'IN'), ('knowledge', 'NN'), ('approval', 'NN'), ('high', 'JJ'), ('inquisitor', 'NN'), ('student', 'NN'), ('found', 'VBD'), ('part', 'NN'), ('illegal', 'JJ'), ('organization', 'NN'), ('expelled', 'VBD'), ('immediately', 'RB')]","(S
  order/NN
  hogwarts/NNS
  high/JJ
  inquisitor/NN
  student/NN
  organizations/NNS
  societies/NNS
  teams/VBP
  groups/NNS
  clubs/NNS
  henceforth/RB
  disbanded/VBD
  permission/NN
  reform/NN
  must/MD
  approved/VB
  high/JJ
  inquisitor/NN
  umbridge/JJ
  student/NN
  organization/NN
  exist/VBP
  without/IN
  knowledge/NN
  approval/NN
  high/JJ
  inquisitor/NN
  student/NN
  found/VBD
  part/NN
  illegal/JJ
  organization/NN
  expelled/VBD
  immediately/RB)","[('the High Inquisitor', 'ORG')]",34,[],"{'neg': 0.121, 'neu': 0.788, 'pos': 0.091, 'compound': -0.2263}",-0.2263,0.091,0.121,0.788,0,1,0,"['dolores umbridge', 'student']"
3943,3944,143,36,74,She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it.,angelina johnson,Human,Female,Gryffindor,,,,In the Hog's Head,5,13,"['she', 'refused', 'to', 'allow', 'us', 'to', 'reform', 'the', 'gryffindor', 'team', 'we', 'had', 'to', 'go', 'to', 'dumbledore', 'to', 'get', 'her', 'to', 'allow', 'it']","['refused', 'allow', 'us', 'reform', 'gryffindor', 'team', 'go', 'dumbledore', 'get', 'allow']","[('refused', 'VBD'), ('allow', 'VB'), ('us', 'PRP'), ('reform', 'VB'), ('gryffindor', 'NN'), ('team', 'NN'), ('go', 'VB'), ('dumbledore', 'RB'), ('get', 'VB'), ('allow', 'JJ')]","(S
  refused/VBD
  allow/VB
  us/PRP
  reform/VB
  gryffindor/NN
  team/NN
  go/VB
  dumbledore/RB
  get/VB
  allow/JJ)",[],10,[],"{'neg': 0.088, 'neu': 0.76, 'pos': 0.152, 'compound': 0.1531}",0.1531,0.152,0.088,0.76,1,0,0,"['albus dumbledore', 'aberforth dumbledore']"
3944,3945,143,36,1,"Not only that, but what about the",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['not', 'only', 'that', 'but', 'what', 'about', 'the']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3945,3946,143,36,1,This isn't a coincidence.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['this', 'isn', 'coincidence']",['coincidence'],"[('coincidence', 'NN')]",(S coincidence/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3946,3947,143,36,1,She knows.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['she', 'knows']",['knows'],"[('knows', 'NNS')]",(S knows/NNS),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3947,3948,143,36,2,She can't!,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,In the Hog's Head,5,13,"['she', 'can']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3948,3949,143,36,1,"Look, we don't know how many people could have overheard our meeting and told her.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['look', 'we', 'don', 'know', 'how', 'many', 'people', 'could', 'have', 'overheard', 'our', 'meeting', 'and', 'told', 'her']","['look', 'know', 'many', 'people', 'could', 'overheard', 'meeting', 'told']","[('look', 'NN'), ('know', 'VBP'), ('many', 'JJ'), ('people', 'NNS'), ('could', 'MD'), ('overheard', 'VB'), ('meeting', 'NN'), ('told', 'VBD')]","(S
  look/NN
  know/VBP
  many/JJ
  people/NNS
  could/MD
  overheard/VB
  meeting/NN
  told/VBD)",[],8,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3949,3950,143,36,2,Or somebody at the meeting could have blabbed to her.,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,In the Hog's Head,5,13,"['or', 'somebody', 'at', 'the', 'meeting', 'could', 'have', 'blabbed', 'to', 'her']","['somebody', 'meeting', 'could', 'blabbed']","[('somebody', 'NN'), ('meeting', 'NN'), ('could', 'MD'), ('blabbed', 'VB')]",(S somebody/NN meeting/NN could/MD blabbed/VB),[],4,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3950,3951,143,36,3,"No, they couldn't have. The parchment we all signed was enchanted, like I said. No one can betray the D.A. without us knowing.",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,In the Hog's Head,5,13,"['no', 'they', 'couldn', 'have', 'the', 'parchment', 'we', 'all', 'signed', 'was', 'enchanted', 'like', 'said', 'no', 'one', 'can', 'betray', 'the', 'without', 'us', 'knowing']","['parchment', 'signed', 'enchanted', 'like', 'said', 'one', 'betray', 'without', 'us', 'knowing']","[('parchment', 'NN'), ('signed', 'VBD'), ('enchanted', 'VBN'), ('like', 'IN'), ('said', 'VBD'), ('one', 'CD'), ('betray', 'NN'), ('without', 'IN'), ('us', 'PRP'), ('knowing', 'VBG')]","(S
  parchment/NN
  signed/VBD
  enchanted/VBN
  like/IN
  said/VBD
  one/CD
  betray/NN
  without/IN
  us/PRP
  knowing/VBG)","[('D.A.', 'GPE')]",10,[],"{'neg': 0.28, 'neu': 0.554, 'pos': 0.166, 'compound': -0.5423}",-0.5423,0.166,0.28,0.554,0,1,0,[]
3951,3952,143,36,1,"What would we do without you, Hermione?",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['what', 'would', 'we', 'do', 'without', 'you', 'hermione']","['would', 'without', 'hermione']","[('would', 'MD'), ('without', 'IN'), ('hermione', 'NN')]",(S would/MD without/IN hermione/NN),[],3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['hermione granger']
3952,3953,143,36,1,Hedwig!,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,['hedwig'],['hedwig'],"[('hedwig', 'NN')]",(S hedwig/NN),"[('Hedwig', 'LOC')]",1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3953,3954,143,36,3,She's hurt!,hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,In the Hog's Head,5,13,"['she', 'hurt']",['hurt'],"[('hurt', 'NN')]",(S hurt/NN),[],1,[],"{'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5707}",-0.5707,0.0,0.787,0.213,0,1,0,[]
3954,3955,143,36,2,She doesn't look very good.,ron weasley,Human,Male,Gryffindor,Jack Russell Terrier,,,In the Hog's Head,5,13,"['she', 'doesn', 'look', 'very', 'good']","['look', 'good']","[('look', 'NN'), ('good', 'JJ')]",(S look/NN good/JJ),[],2,[],"{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.3865}",-0.3865,0.0,0.396,0.604,0,1,0,[]
3955,3956,143,36,3,"Harry, you'd better take her to Professor Grubby-Plank. She'll know what to do.",hermione granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring,In the Hog's Head,5,13,"['harry', 'you', 'better', 'take', 'her', 'to', 'professor', 'grubby', 'plank', 'she', 'll', 'know', 'what', 'to', 'do']","['harry', 'better', 'take', 'professor', 'grubby', 'plank', 'know']","[('harry', 'NN'), ('better', 'RBR'), ('take', 'NN'), ('professor', 'NN'), ('grubby', 'NN'), ('plank', 'NN'), ('know', 'VBP')]","(S
  harry/NN
  better/RBR
  take/NN
  professor/NN
  grubby/NN
  plank/NN
  know/VBP)","[('Harry', 'PERSON'), ('Grubby-Plank', 'ORG')]",7,[],"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.195,0.0,0.805,1,0,0,['harry potter']
3956,3957,143,36,7,Potter!,minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,['potter'],['potter'],"[('potter', 'NN')]",(S potter/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['harry potter', 'james potter', 'lily potter', 'albus potter']"
3957,3958,143,36,7,Where on earth are you going at this time of night?,minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,"['where', 'on', 'earth', 'are', 'you', 'going', 'at', 'this', 'time', 'of', 'night']","['earth', 'going', 'time', 'night']","[('earth', 'NN'), ('going', 'VBG'), ('time', 'NN'), ('night', 'NN')]",(S earth/NN going/VBG time/NN night/NN),"[('night', 'TIME')]",4,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3958,3959,143,36,1,It's Hedwig. I think she's been attacked.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['it', 'hedwig', 'think', 'she', 'been', 'attacked']","['hedwig', 'think', 'attacked']","[('hedwig', 'NN'), ('think', 'VBP'), ('attacked', 'VBN')]",(S hedwig/NN think/VBP attacked/VBN),"[('Hedwig', 'LOC')]",3,[],"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.4588}",-0.4588,0.0,0.375,0.625,0,1,0,[]
3959,3960,143,36,7,What?,minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,['what'],[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3960,3961,143,36,7,"Yes, I think you might be right, Potter. She looks at Harry.",minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,"['yes', 'think', 'you', 'might', 'be', 'right', 'potter', 'she', 'looks', 'at', 'harry']","['yes', 'think', 'might', 'right', 'potter', 'looks', 'harry']","[('yes', 'NNS'), ('think', 'VBP'), ('might', 'MD'), ('right', 'RB'), ('potter', 'VB'), ('looks', 'NNS'), ('harry', 'VB')]",(S yes/NNS think/VBP might/MD right/RB potter/VB looks/NNS harry/VB),"[('Potter', 'PERSON'), ('Harry', 'ORG')]",7,[],"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",0.4019,0.213,0.0,0.787,1,0,0,"['harry potter', 'james potter', 'lily potter', 'albus potter']"
3961,3962,143,36,1,London.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,['london'],['london'],"[('london', 'NN')]",(S london/NN),"[('London', 'GPE')]",1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3962,3963,143,36,7,"Well, give her to me. I'll run her",minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,"['well', 'give', 'her', 'to', 'me', 'll', 'run', 'her']","['well', 'give', 'run']","[('well', 'RB'), ('give', 'VB'), ('run', 'NN')]",(S well/RB give/VB run/NN),[],3,[],"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,0.231,0.0,0.769,1,0,0,[]
3963,3964,143,36,7,There you are.,minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,"['there', 'you', 'are']",[],[],(S ),[],0,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,[]
3964,3965,143,36,7,"Bear in mind, Potter, that channels of communication in and out of Hogwarts are being watched, won't you?",minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,"['bear', 'in', 'mind', 'potter', 'that', 'channels', 'of', 'communication', 'in', 'and', 'out', 'of', 'hogwarts', 'are', 'being', 'watched', 'won', 'you']","['bear', 'mind', 'potter', 'channels', 'communication', 'hogwarts', 'watched']","[('bear', 'JJ'), ('mind', 'NN'), ('potter', 'NN'), ('channels', 'NNS'), ('communication', 'NN'), ('hogwarts', 'NNS'), ('watched', 'VBD')]","(S
  bear/JJ
  mind/NN
  potter/NN
  channels/NNS
  communication/NN
  hogwarts/NNS
  watched/VBD)","[('Potter', 'PERSON')]",7,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['harry potter', 'james potter', 'lily potter', 'albus potter']"
3965,3966,143,36,1,"Yes, Professor.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,In the Hog's Head,5,13,"['yes', 'professor']","['yes', 'professor']","[('yes', 'NN'), ('professor', 'NN')]",(S yes/NN professor/NN),[],2,[],"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,0.73,0.0,0.27,1,0,0,[]
3966,3967,143,36,7,"Good. Now, off to bed.",minerva mcgonagall,Human,Female,Gryffindor,Cat,Fir,Dragon Heartstring,In the Hog's Head,5,13,"['good', 'now', 'off', 'to', 'bed']","['good', 'bed']","[('good', 'JJ'), ('bed', 'NN')]",(S good/JJ bed/NN),[],2,[],"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,0.42,0.0,0.58,1,0,0,[]
3967,3968,144,55,27,Mr. Harry Potter!,dobby,House Elf,Male,,,,,Dumbledore's Army,5,14,"['mr', 'harry', 'potter']","['mr', 'harry', 'potter']","[('mr', 'NN'), ('harry', 'NN'), ('potter', 'NN')]",(S mr/NN harry/NN potter/NN),"[('Harry Potter', 'PERSON')]",3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,"['harry potter', 'james potter', 'lily potter', 'albus potter']"
3968,3969,144,55,1,Dobby! What are you doing here?,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Dumbledore's Army,5,14,"['dobby', 'what', 'are', 'you', 'doing', 'here']",['dobby'],"[('dobby', 'NN')]",(S dobby/NN),[],1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['dobby']
3969,3970,144,55,27,"Dobby is cleaning, sir.",dobby,House Elf,Male,,,,,Dumbledore's Army,5,14,"['dobby', 'is', 'cleaning', 'sir']","['dobby', 'cleaning', 'sir']","[('dobby', 'NN'), ('cleaning', 'NN'), ('sir', 'NN')]",(S dobby/NN cleaning/NN sir/NN),"[('Dobby', 'PERSON')]",3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['dobby']
3970,3971,144,55,1,"What is it, Dobby.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Dumbledore's Army,5,14,"['what', 'is', 'it', 'dobby']",['dobby'],"[('dobby', 'NN')]",(S dobby/NN),"[('Dobby', 'ORG')]",1,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['dobby']
3971,3972,144,55,27,Dobby...Dobby wishes he could help Harry Potter. Dobby has heard him muttering in his sleep.,dobby,House Elf,Male,,,,,Dumbledore's Army,5,14,"['dobby', 'dobby', 'wishes', 'he', 'could', 'help', 'harry', 'potter', 'dobby', 'has', 'heard', 'him', 'muttering', 'in', 'his', 'sleep']","['dobby', 'dobby', 'wishes', 'could', 'help', 'harry', 'potter', 'dobby', 'heard', 'muttering', 'sleep']","[('dobby', 'NN'), ('dobby', 'NN'), ('wishes', 'NNS'), ('could', 'MD'), ('help', 'VB'), ('harry', 'VB'), ('potter', 'JJ'), ('dobby', 'NN'), ('heard', 'NN'), ('muttering', 'VBG'), ('sleep', 'NN')]","(S
  dobby/NN
  dobby/NN
  wishes/NNS
  could/MD
  help/VB
  harry/VB
  potter/JJ
  dobby/NN
  heard/NN
  muttering/VBG
  sleep/NN)","[('Dobby', 'ORG'), ('Harry Potter', 'PERSON'), ('Dobby', 'PERSON')]",11,[],"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.5106}",0.5106,0.249,0.0,0.751,1,0,0,"['harry potter', 'dobby', 'james potter', 'lily potter', 'albus potter']"
3972,3973,144,55,1,"Don't worry about it, Dobby. But I don't think you can help me.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Dumbledore's Army,5,14,"['don', 'worry', 'about', 'it', 'dobby', 'but', 'don', 'think', 'you', 'can', 'help', 'me']","['worry', 'dobby', 'think', 'help']","[('worry', 'NN'), ('dobby', 'NN'), ('think', 'VBP'), ('help', 'NN')]",(S worry/NN dobby/NN think/VBP help/NN),"[('Dobby', 'PERSON')]",4,[],"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6432}",0.6432,0.344,0.0,0.656,1,0,0,['dobby']
3973,3974,144,55,1,"Actually, there is something you can do, Dobby.",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Dumbledore's Army,5,14,"['actually', 'there', 'is', 'something', 'you', 'can', 'do', 'dobby']","['actually', 'something', 'dobby']","[('actually', 'RB'), ('something', 'NN'), ('dobby', 'NN')]",(S actually/RB something/NN dobby/NN),"[('Dobby', 'ORG')]",3,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,0,0,1,['dobby']
3974,3975,144,55,1,I need a room where twenty-eight people can practice Defense Against the Dark Arts without the teachers knowing. Especially Professor Umbridge.,harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Dumbledore's Army,5,14,"['need', 'room', 'where', 'twenty', 'eight', 'people', 'can', 'practice', 'defense', 'against', 'the', 'dark', 'arts', 'without', 'the', 'teachers', 'knowing', 'especially', 'professor', 'umbridge']","['need', 'room', 'twenty', 'eight', 'people', 'practice', 'defense', 'dark', 'arts', 'without', 'teachers', 'knowing', 'especially', 'professor', 'umbridge']","[('need', 'NN'), ('room', 'NN'), ('twenty', 'VB'), ('eight', 'CD'), ('people', 'NNS'), ('practice', 'NN'), ('defense', 'NN'), ('dark', 'NN'), ('arts', 'NNS'), ('without', 'IN'), ('teachers', 'NNS'), ('knowing', 'VBG'), ('especially', 'RB'), ('professor', 'JJ'), ('umbridge', 'NN')]","(S
  need/NN
  room/NN
  twenty/VB
  eight/CD
  people/NNS
  practice/NN
  defense/NN
  dark/NN
  arts/NNS
  without/IN
  teachers/NNS
  knowing/VBG
  especially/RB
  professor/JJ
  umbridge/NN)","[('twenty-eight', 'CARDINAL'), ('Umbridge', 'PERSON')]",15,[],"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.128}",0.128,0.077,0.0,0.923,1,0,0,['dolores umbridge']
3975,3976,144,55,27,"Dobby knows of the perfect place, Harry Potter! It is the Room of Requirement, sir. You can only use the room in times of great need. Whatever you need will be there for you, Harry Potter.",dobby,House Elf,Male,,,,,Dumbledore's Army,5,14,"['dobby', 'knows', 'of', 'the', 'perfect', 'place', 'harry', 'potter', 'it', 'is', 'the', 'room', 'of', 'requirement', 'sir', 'you', 'can', 'only', 'use', 'the', 'room', 'in', 'times', 'of', 'great', 'need', 'whatever', 'you', 'need', 'will', 'be', 'there', 'for', 'you', 'harry', 'potter']","['dobby', 'knows', 'perfect', 'place', 'harry', 'potter', 'room', 'requirement', 'sir', 'use', 'room', 'times', 'great', 'need', 'whatever', 'need', 'harry', 'potter']","[('dobby', 'NN'), ('knows', 'NNS'), ('perfect', 'VBP'), ('place', 'NN'), ('harry', 'NN'), ('potter', 'NN'), ('room', 'NN'), ('requirement', 'NN'), ('sir', 'NN'), ('use', 'NN'), ('room', 'NN'), ('times', 'NNS'), ('great', 'JJ'), ('need', 'VBP'), ('whatever', 'WDT'), ('need', 'VBP'), ('harry', 'VBP'), ('potter', 'NN')]","(S
  dobby/NN
  knows/NNS
  perfect/VBP
  place/NN
  harry/NN
  potter/NN
  room/NN
  requirement/NN
  sir/NN
  use/NN
  room/NN
  times/NNS
  great/JJ
  need/VBP
  whatever/WDT
  need/VBP
  harry/VBP
  potter/NN)","[('Dobby', 'PERSON'), ('Harry Potter', 'PERSON'), ('the Room of Requirement', 'ORG'), ('Harry Potter', 'PERSON')]",18,[],"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.8439}",0.8439,0.192,0.0,0.808,1,0,0,"['harry potter', 'dobby', 'james potter', 'lily potter', 'albus potter']"
3976,3977,144,55,1,"That's brilliant, Dobby!",harry potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather,Dumbledore's Army,5,14,"['that', 'brilliant', 'dobby']","['brilliant', 'dobby']","[('brilliant', 'JJ'), ('dobby', 'NN')]",(S brilliant/JJ dobby/NN),"[('Dobby', 'ORG')]",2,[],"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6239}",0.6239,0.672,0.0,0.328,1,0,0,['dobby']
3977,3978,144,55,27,"Dobby can show you now, if you wish, Harry Potter.",dobby,House Elf,Male,,,,,Dumbledore's Army,5,14,"['dobby', 'can', 'show', 'you', 'now', 'if', 'you', 'wish', 'harry', 'potter']","['dobby', 'show', 'wish', 'harry', 'potter']","[('dobby', 'NN'), ('show', 'NN'), ('wish', 'JJ'), ('harry', 'NN'), ('potter', 'NN')]",(S dobby/NN show/NN wish/JJ harry/NN potter/NN),"[('Dobby', 'PERSON'), ('Harry Potter', 'PERSON')]",5,[],"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,0.231,0.0,0.769,1,0,0,"['harry potter', 'dobby', 'james potter', 'lily potter', 'albus potter']"
